Unnamed: 0,INSTNM,CITY,STABBR,ZIP,CONTROL,ADM_RATE,SAT_AVG,TUITIONFEE_IN,TUITIONFEE_OUT,UGDS,REGION,DEP_INC_PCT_H2,MD_INC_WDRAW_2YR_TRANS_YR4_RT,IND_COMP_4YR_TRANS_YR4_RT,SD_EARN_WNE_P10,FEMALE_WDRAW_4YR_TRANS_YR6_RT,LO_INC_COMP_2YR_TRANS_YR3_RT,NOLOAN_COMP_ORIG_YR4_RT,OPENADMP,PELL_COMP_4YR_TRANS_YR3_RT,DEATH_YR2_RT,NOLOAN_UNKN_ORIG_YR2_RT,NOT1STGEN_WDRAW_ORIG_YR6_RT,HI_INC_YR8_N,CUML_DEBT_P90,C100_L4
5756,Skin Institute,Saint Louis,MO,63126,3,,,,,72.0,4,,,,,,,,1.0,,,,,,,0.8281
5757,Beauty Academy of South Florida,Hialeah Gardens,FL,33016-2421,3,,,,,241.0,5,,,,,,,,1.0,,,,,,,0.0146
5758,Ogle School Hair Skin Nails-North Dallas,Dallas,TX,75248-1216,3,,,,,190.0,6,,,,,,,,1.0,,,,,,,0.4417
5759,The Salon Professional Academy-North Little Rock,Sherwood,AR,72120,3,,,,,95.0,5,,,,,,,,1.0,,,,,,,0.1507
5760,The Salon Professional Academy-St Charles,St. Charles,MO,63301-1021,3,,,,,131.0,4,,,,,,,,1.0,,,,,,,0.5714
5761,American College for Medical Careers,Orlando,FL,32809,3,,,,,457.0,5,,,,,,,,1.0,,,,,,,
5762,Mildred Elley-New York Campus,New York,NY,10004-1010,3,,,13365.0,13365.0,1077.0,2,,,,,,,,1.0,,,,,,,0.2109
5763,National Paralegal College,Phoenix,AZ,85014-1561,3,,,7995.0,7995.0,753.0,6,,,,,,,,1.0,,,,,,,
5764,Carolina College of Biblical Studies,Fayetteville,NC,28303-5157,2,,,6253.0,6253.0,193.0,5,,,,,,,,1.0,,,,,,,
5765,Allstate Hairstyling & Barber College,Cleveland,OH,44113-3413,3,,,,,46.0,3,,,,,,,,1.0,,,,,,,0.0
5766,Omega Graduate School,Dayton,TN,37321-6736,2,,,,,,5,,,,,,,,,,,,,,,
5767,Jung Tao School of Classical Chinese Medicine,Sugar Grove,NC,28679-9657,2,,,,,,5,,,,,,,,,,,,,,,
5768,New York Film Academy,Burbank,CA,91505,3,,,28260.0,28260.0,1080.0,8,,,,,,,,1.0,,,,,,,
5769,The Collective School Of Music,New York,NY,10011-2026,3,,,30250.0,30250.0,32.0,2,,,,,,,,1.0,,,,,,,0.5263
5770,International College of Cosmetology,Oakland,CA,94601-3525,3,,,,,159.0,8,,,,,,,,1.0,,,,,,,0.3611
5771,Bella Capelli Academy,Monroeville,PA,15146-2388,3,,,,,181.0,2,,,,,,,,1.0,,,,,,,0.0
5772,Institute of Medical Careers,Pittsburgh,PA,15235-3718,3,,,,,159.0,2,,,,,,,,1.0,,,,,,,0.5278
5773,Toni & Guy Hairdressing Academy-Modesto,Modesto,CA,95350,3,,,,,7.0,8,,,,,,,,1.0,,,,,,,0.0476
5774,Georgia Central University,Atlanta,GA,30360,2,,,6220.0,6220.0,15.0,5,,,,,,,,1.0,,,,,,,
5775,Flagler Technical Institute,Palm Coast,FL,32164,1,,,,,73.0,5,,,,,,,,1.0,,,,,,,0.6571
5776,Galaxy Medical College,North Hollywood,CA,91606-1593,3,0.8636,,,,14.0,8,,,,,,,,2.0,,,,,,,0.881
5777,American Medical Sciences Center,Glendale,CA,91204-5108,3,,,,,105.0,8,,,,,,,,1.0,,,,,,,0.8333
5778,Mandalyn Academy,American Fork,UT,84003-2161,3,,,,,87.0,7,,,,,,,,1.0,,,,,,,0.2941
5779,Jose Maria Vargas University,Pembroke Pines,FL,33026,3,,,10480.0,10480.0,19.0,5,,,,,,,,1.0,,,,,,,
5780,Laird Institute of Spa Therapy,Manchester,NH,03102-5263,3,,,,,47.0,1,,,,,,,,1.0,,,,,,,0.6667
5781,D A Dorsey Technical College,Miami,FL,33147-6304,1,,,,,227.0,5,,,,,,,,1.0,,,,,,,0.125
5782,Keweenaw Bay Ojibwa Community College,Baraga,MI,49908-0000,1,,,3020.0,3020.0,85.0,3,,,,,,,,1.0,,,,,,,0.0
5783,Meridian Institute of Surgical Assisting,Nashville,TN,37218,3,,,,,576.0,5,,,,,,,,,,,,,,,
5784,Mauna Loa Helicopters,Kailua Kona,HI,96740-2650,3,1.0,,,,17.0,8,,,,,,,,2.0,,,,,,,
5785,Acaydia School of Aesthetics,Provo,UT,84601-0000,3,,,,,88.0,7,,,,,,,,1.0,,,,,,,0.7667
5786,Manhattan Institute,New York,NY,10001,3,,,,,634.0,2,,,,,,,,1.0,,,,,,,0.0926
5787,Cosmetic Arts Institute,Walterboro,SC,29488-4216,3,,,,,17.0,5,,,,,,,,1.0,,,,,,,0.0625
5788,Holistic Massage Training Institute,Baltimore,MD,21218,3,,,,,59.0,2,,,,,,,,1.0,,,,,,,
5789,Diamonds Cosmetology College,Sherman,TX,75090-2657,3,,,,,47.0,6,,,,,,,,1.0,,,,,,,0.0244
5790,Northern Virginia School of Therapeutic Massage,Falls Church,VA,22042-4302,3,,,,,129.0,5,,,,,,,,1.0,,,,,,,
5791,Paul Mitchell the School-St Louis,St. Louis,MO,63108-1554,3,,,,,191.0,4,,,,,,,,1.0,,,,,,,0.0208
5792,Advanced Training Institute,Las Vegas,NV,89118-1519,3,,,,,448.0,8,,,,,,,,1.0,,,,,,,
5793,Cosmopolitan Beauty and Tech School,Annandale,VA,22003-3204,3,,,,,115.0,5,,,,,,,,1.0,,,,,,,0.0
5794,Shepherds Theological Seminary,Cary,NC,27518-9316,2,,,,,,5,,,,,,,,,,,,,,,
5795,Taylor Andrews Academy of Hair Design-West Jordan,West Jordan,UT,84088-6577,3,,,,,195.0,7,,,,,,,,1.0,,,,,,,0.0
5796,Santa Ana Beauty Academy,Santa Ana,CA,92705-7820,3,,,,,21.0,8,,,,,,,,1.0,,,,,,,0.0714
5797,Grace College of Divinity,Fayetteville,NC,28314-2343,2,0.3958,,5800.0,5800.0,127.0,5,,,,,,,,2.0,,,,,,,
5798,Evolve Beauty Academy,Washing,MO,63090,3,,,,,15.0,4,,,,,,,,1.0,,,,,,,0.7
5799,The Salon Professional Academy-Rochester,Rochester,MN,55901-4310,3,,,,,22.0,4,,,,,,,,1.0,,,,,,,0.2
5800,Aveda Institute-New Mexico,Albuquerque,NM,87104-1160,3,,,,,85.0,6,,,,,,,,1.0,,,,,,,0.0833
5801,Nashville Barber and Style Academy,Madison,TN,37115,3,,,,,36.0,5,,,,,,,,1.0,,,,,,,0.1667
5802,American Trade School,Saint Ann,MO,63074-1807,3,,,,,80.0,4,,,,,,,,1.0,,,,,,,0.593
5803,Estelle Skin Care and Spa Institute,Skokie,IL,60077-9945,3,,,,,61.0,3,,,,,,,,1.0,,,,,,,0.4444
5804,Paul Mitchell the School-Honolulu,Honolulu,HI,96816-2433,3,,,,,133.0,8,,,,,,,,1.0,,,,,,,0.0286
5805,Elite Cosmetology School,Yucca Valley,CA,92284-2860,3,,,,,88.0,8,,,,,,,,1.0,,,,,,,0.0455
5806,American Technical Institute,Bayamon,PR,00957-0000,3,,,,,7.0,9,,,,,,,,1.0,,,,,,,0.4444
5807,Bergin University of Canine Studies,Penngrove,CA,94951,2,,,,,41.0,8,,,,,,,,,,,,,,,
5808,Aveda Institute-Boise,Boise,ID,83704-4406,3,,,,,62.0,7,,,,,,,,1.0,,,,,,,0.5
5809,Pima Medical Institute-Aurora,Aurora,CO,80012-0000,3,,,,,257.0,7,,,,,,,,1.0,,,,,,,0.2196
5810,Real Barbers College,Anaheim,CA,92805-2962,3,,,,,104.0,8,,,,,,,,1.0,,,,,,,0.1
5811,Capilo School of Hair Design,Augusta,ME,04330-0000,3,,,,,126.0,1,,,,,,,,1.0,,,,,,,0.0658
5812,Pure Aesthetics,Tucson,AZ,85716-3823,3,,,,,45.0,6,,,,,,,,1.0,,,,,,,
5813,Lindsey Institute of Cosmetology,Bowling Green,KY,42103-8036,3,,,,,55.0,5,,,,,,,,1.0,,,,,,,0.0
5814,The Salon Professional Academy-Iowa City,Iowa City,IA,52240-6083,3,,,,,18.0,4,,,,,,,,1.0,,,,,,,0.2188
5815,Buckner Barber School,Dallas,TX,75217-1775,3,,,,,23.0,6,,,,,,,,1.0,,,,,,,0.0
5816,Simmons College of Kentucky,Louisville,KY,40203-3322,2,,,5310.0,5310.0,216.0,5,,,,,,,,1.0,,,,,,,
5817,Atelier Esthetique Institute of Esthetics,New York,NY,10001,3,,,,,115.0,2,,,,,,,,1.0,,,,,,,0.2203
5818,Advanced College of Cosmetology,Waupun,WI,53963-0000,3,,,,,21.0,3,,,,,,,,1.0,,,,,,,0.55
5819,North American University,Stafford,TX,77477-0000,2,,,9900.0,9900.0,333.0,6,,,,,,,,1.0,,,,,,,
5820,Entourage Institute of Beauty and Esthetics,Lenexa,KS,66215-3803,3,,,,,19.0,4,,,,,,,,1.0,,,,,,,0.5
5821,United Beauty College,Denver,CO,80223-2936,3,,,,,23.0,7,,,,,,,,1.0,,,,,,,0.8136
5822,Cinta Aveda Institute,San Francisco,CA,94108-3204,3,,,,,240.0,8,,,,,,,,1.0,,,,,,,0.8764
5823,Long Island Nail & Skin Care Institute,Levittown,NY,11756-1316,3,,,,,135.0,2,,,,,,,,1.0,,,,,,,0.0141
5824,Southern California Health Institute,Reseda,CA,91335,3,,,,,212.0,8,,,,,,,,1.0,,,,,,,0.6059
5825,Best Care College,East Orange,NJ,07018-1703,3,,,,,48.0,2,,,,,,,,1.0,,,,,,,0.4
5826,First Class Cosmetology School,Beloit,WI,53511-0000,3,,,,,48.0,3,,,,,,,,1.0,,,,,,,0.5429
5827,Millennia Atlantic University,Doral,FL,33178-2369,3,,,10844.0,10844.0,95.0,5,,,,,,,,1.0,,,,,,,
5828,Abcott Institute,Southfield,MI,48075-5227,3,,,,,151.0,3,,,,,,,,1.0,,,,,,,0.2658
5829,The Salon Professional Academy-Kenosha,Kenosha,WI,53142-4950,3,,,,,89.0,3,,,,,,,,1.0,,,,,,,0.1429
5830,Paul Mitchell the School-Indianapolis,Indianapolis,IN,46227-6252,3,,,,,165.0,3,,,,,,,,1.0,,,,,,,0.0
5831,Taylor Andrews Academy-St George,St. George,UT,84790-2139,3,,,,,132.0,7,,,,,,,,1.0,,,,,,,0.2917
5832,Protege Academy,East Lansing,MI,48823-8660,3,,,,,58.0,3,,,,,,,,1.0,,,,,,,0.1304
5833,Colorado Academy of Veterinary Technology,Colorado Springs,CO,80906-4944,3,1.0,,11435.0,11435.0,109.0,7,,,,,,,,2.0,,,,,,,0.3333
5834,Northeast Technical Institute,Scarborough,ME,04074-0000,3,,,,,351.0,1,,,,,,,,1.0,,,,,,,0.5576
5835,Elite School of Cosmetology,Norwalk,OH,44857-2714,3,,,,,62.0,3,,,,,,,,1.0,,,,,,,0.3529
5836,Paul Mitchell the School-Las Vegas,Las Vegas,NV,89123-8014,3,,,,,265.0,8,,,,,,,,1.0,,,,,,,0.0
5837,Summit Salon Academy-Kokomo,Kokomo,IN,46901-6248,3,,,,,86.0,3,,,,,,,,1.0,,,,,,,0.0233
5838,Florida Academy,Fort Myers,FL,33966-1155,3,,,,,153.0,5,,,,,,,,1.0,,,,,,,0.8816
5839,Institute for Doctoral Studies in the Visual Arts,Portland,ME,04102-0000,2,,,,,,1,,,,,,,,,,,,,,,
5840,State Career College,Waukegan,IL,60085-5129,3,,,,,135.0,3,,,,,,,,1.0,,,,,,,0.4921
5841,Academy for Salon Professionals,Northridge,CA,91324,3,,,,,85.0,8,,,,,,,,1.0,,,,,,,0.1176
5842,Paul Mitchell the School-Spokane,Spokane Valley,WA,99037-5041,3,,,,,173.0,8,,,,,,,,1.0,,,,,,,0.0
5843,J Renee College,Elgin,IL,60123,3,,,,,89.0,3,,,,,,,,1.0,,,,,,,0.2542
5844,National Personal Training Institute of Colorado,Lakewood,CO,80401-3304,3,,,,,66.0,7,,,,,,,,1.0,,,,,,,0.6774
5845,National Personal Training Institute of Colorado,Colorado Springs,CO,80918-5925,3,,,,,37.0,7,,,,,,,,1.0,,,,,,,0.8095
5846,International College of Beauty Arts & Sciences,Los Angeles,CA,90039-1012,3,,,,,108.0,8,,,,,,,,1.0,,,,,,,0.3929
5847,The Salon Professional Academy-Shorewood,Shorewood,IL,60404-8789,3,,,,,71.0,3,,,,,,,,1.0,,,,,,,0.1905
5848,John Paul the Great Catholic University,Escondido,CA,92025,2,0.9502,1126.0,24900.0,24900.0,260.0,8,,,,,,,,2.0,,,,,,,
5849,University of Connecticut-Hartford Campus,Hartford,CT,6103,1,0.9597,1101.0,12828.0,34896.0,1244.0,1,,,,,,,,2.0,,,,,,,
5850,Independence University,Salt Lake City,UT,84107,2,,,16968.0,16968.0,8278.0,7,,,,,,,,1.0,,,,,,,
5851,National American University-Tulsa,Tulsa,OK,74133-8945,3,,,15000.0,15000.0,172.0,6,,,,,,,,1.0,,,,,,,
5852,National American University-Centennial,Centennial,CO,80122-3157,3,,,15000.0,15000.0,175.0,7,,,,,,,,1.0,,,,,,,
5853,National American University-Lee's Summit,Lee's Summit,MO,64081-1425,3,,,15000.0,15000.0,154.0,4,,,,,,,,1.0,,,,,,,
5854,National American University-Colorado Springs South,Colorado Springs,CO,80915-3612,3,,,15000.0,15000.0,152.0,7,,,,,,,,1.0,,,,,,,
5855,Salter College-Chicopee,Chicopee,MA,01020-3744,3,,,,,15.0,1,,,,,,,,1.0,,,,,,,0.2581
5856,Chamberlain University-Missouri,St. Louis,MO,63146,3,0.6,,19375.0,19375.0,544.0,4,,,,,,,,2.0,,,,,,,
5857,Chamberlain University-Texas,Houston,TX,77041,3,0.5,,19375.0,19375.0,729.0,6,,,,,,,,2.0,,,,,,,
5858,Continental School of Beauty Culture-Mattydale,Mattydale,NY,13211-1003,3,,,,,249.0,2,,,,,,,,1.0,,,,,,,0.2045
5859,Carrington College-Pomona,Pomona,CA,91768-2642,3,0.7907,,,,229.0,8,,,,,,,,2.0,,,,,,,0.0824
5860,Altierus Career College-Atlanta West,Atlanta,GA,30331-2620,2,,,,,324.0,5,,,,,,,,1.0,,,,,,,0.4405
5861,Paul Mitchell the School-Columbia,Columbia,SC,29201-3126,3,,,,,225.0,5,,,,,,,,1.0,,,,,,,0.0
5862,Paul Mitchell the School-Charleston,North Charleston,SC,29418-6993,3,,,,,186.0,5,,,,,,,,1.0,,,,,,,0.0
5863,Kenneth Shuler School of Cosmetology-Greenville,Greenville,SC,29611-7553,3,,,,,140.0,5,,,,,,,,1.0,,,,,,,0.0263
5864,South University-Accelerated Graduate Programs,Atlanta,GA,30328-6773,3,,,,,0.0,5,,,,,,,,,,,,,,,
5865,South University-Novi,Novi,MI,48377,3,,,17014.0,17014.0,277.0,3,,,,,,,,1.0,,,,,,,
5866,Northwest College-Eugene,Springfield,OR,97477,3,,,,,168.0,8,,,,,,,,1.0,,,,,,,0.0645
5867,Northwest College-Tualatin,Tualatin,OR,97062-9462,3,,,,,47.0,8,,,,,,,,1.0,,,,,,,0.0465
5868,Harrison College-Morrisville,Morrisville,NC,27560-0000,3,1.0,,16500.0,16500.0,89.0,5,,,,,,,,2.0,,,,,,,0.3333
5869,Trend Setters' Academy of Beauty Culture-Louisville,Louisville,KY,40219-3805,3,,,,,44.0,5,,,,,,,,1.0,,,,,,,0.5763
5870,Beauty Schools of America,Miami Beach,FL,33139,3,,,,,81.0,5,,,,,,,,1.0,,,,,,,0.1935
5871,CET-Soledad,Soledad,CA,93960-2996,2,,,,,122.0,8,,,,,,,,1.0,,,,,,,0.6729
5872,United Education Institute-UEI College San Marcos,San Marcos,CA,92069-3587,3,,,,,312.0,8,,,,,,,,1.0,,,,,,,0.5969
5873,Houston Training Schools-Southwest,Houston,TX,77074-2007,3,,,,,80.0,6,,,,,,,,1.0,,,,,,,0.7297
5874,Vanguard College of Cosmetology-Metairie,Metairie,LA,70002-4705,3,,,,,204.0,5,,,,,,,,1.0,,,,,,,0.3333
5875,United Education Institute-Anaheim,Anaheim,CA,92801-2409,3,,,,,643.0,8,,,,,,,,1.0,,,,,,,0.416
5876,New England Tractor Trailer Training School of Massachusetts,North Andover,MA,01845-1048,3,,,,,449.0,1,,,,,,,,1.0,,,,,,,0.5455
5877,Cortiva Institute-Las Vegas,Las Vegas,NV,89123-2069,3,,,,,319.0,8,,,,,,,,1.0,,,,,,,0.7178
5878,Cortiva Institute-Tempe,Tempe,AZ,85282-4446,3,,,,,273.0,6,,,,,,,,1.0,,,,,,,0.7153
5879,Cortiva Institute-Phoenix,Phoenix,AZ,85051-3470,3,,,,,383.0,6,,,,,,,,1.0,,,,,,,0.7711
5880,Cortiva Institute-Westminster,Westminster,CO,80031-2921,3,,,,,119.0,7,,,,,,,,1.0,,,,,,,0.8033
5881,Cortiva Institute-Aurora,Aurora,CO,80012-2523,3,,,,,173.0,7,,,,,,,,1.0,,,,,,,0.7241
5882,Dewey University-Manati,Manati,PR,00674-0000,2,,,7495.0,7495.0,302.0,9,,,,,,,,1.0,,,,,,,
5883,Cortiva Institute-York,York,PA,17402-8046,3,,,,,78.0,2,,,,,,,,1.0,,,,,,,0.6591
5884,Allen School-Phoenix,Phoenix,AZ,85053-4064,3,,,,,31.0,6,,,,,,,,1.0,,,,,,,0.6754
5885,Oklahoma Technical College,Tulsa,OK,74145-1122,2,,,,,150.0,6,,,,,,,,1.0,,,,,,,0.5
5886,Midwest Technical Institute-Moline,Moline,IL,61265-4421,3,,,,,308.0,3,,,,,,,,1.0,,,,,,,0.7528
5887,Unitech Training Academy-Alexandria,Alexandria,LA,71301,3,,,,,82.0,5,,,,,,,,1.0,,,,,,,0.4621
5888,Unitech Training Academy-Lake Charles,Lake Charles,LA,70601-7887,3,,,,,84.0,5,,,,,,,,1.0,,,,,,,0.3063
5889,Aveda Institute-Los Angeles,Los Angeles,CA,90024-2808,3,,,,,159.0,8,,,,,,,,1.0,,,,,,,0.0435
5890,UEI College-Riverside,Riverside,CA,92507-5344,3,,,,,629.0,8,,,,,,,,1.0,,,,,,,0.5012
5891,WellSpring School of Allied Health-Lawrence,Lawrence,KS,66045-3073,3,,,,,24.0,4,,,,,,,,1.0,,,,,,,0.5625
5892,Manuel and Theresa's School of Hair Design-Victoria,Victoria,TX,77902-7076,3,,,,,22.0,6,,,,,,,,1.0,,,,,,,0.7083
5893,Tricoci University of Beauty Culture-Chicago NE,Chicago,IL,60626-5232,3,,,,,92.0,3,,,,,,,,1.0,,,,,,,0.0
5894,Los Angeles Pacific University,San Dimas,CA,91773-1741,2,,,10200.0,10200.0,1897.0,8,,,,,,,,1.0,,,,,,,
5895,Minneapolis Media Institute,Edina,MN,55435,3,,,10265.0,10265.0,0.0,4,,,,,,,,1.0,,,,,,,
5896,CollegeAmerica-Phoenix,Phoenix,AZ,85051,2,,,16968.0,16968.0,512.0,6,,,,,,,,1.0,,,,,,,
5897,Stevens-Henager College,Idaho Falls,ID,83402,2,,,16968.0,16968.0,111.0,7,,,,,,,,1.0,,,,,,,
5898,Avalon School of Cosmetology-Phoenix,Phoenix,AZ,85022,3,,,,,342.0,6,,,,,,,,1.0,,,,,,,0.6667
5899,Avalon School of Cosmetology-Layton,Layton,UT,84041,3,,,,,175.0,7,,,,,,,,1.0,,,,,,,0.6914
5900,Hair Design Institute,Boynton Beach,FL,33435,3,,,,,42.0,5,,,,,,,,1.0,,,,,,,0.0
5901,Hair Design Institute,Apopka,FL,32703,3,,,,,82.0,5,,,,,,,,1.0,,,,,,,0.0417
5902,All-State Career School-Allied Health Campus,Essington,PA,19029,3,,,16648.0,16648.0,355.0,2,,,,,,,,1.0,,,,,,,0.3174
5903,Aveda Institute-Des Moines,West Des Moines,IA,50266,3,,,,,138.0,4,,,,,,,,1.0,,,,,,,0.0
5904,Fortis Institute-Lawrenceville,Lawrenceville,NJ,8648,3,,,,,234.0,2,,,,,,,,1.0,,,,,,,0.2489
5905,Relay Graduate School of Education,New York,NY,10011,2,,,,,170.0,2,,,,,,,,,,,,,,,
5906,Platt College-Miller-Motte Technical-Macon,Macon,GA,31210,3,,,12060.0,12060.0,386.0,5,,,,,,,,1.0,,,,,,,0.0152
5907,International Culinary Center-California,Campbell,CA,95008,3,,,,,121.0,8,,,,,,,,1.0,,,,,,,0.8
5908,South University-Savannah Online,Savannah,GA,31406,3,,,13354.0,13354.0,4045.0,5,,,,,,,,1.0,,,,,,,
5909,Fortis College-Montgomery,Montgomery,AL,36117,3,,,14628.0,14628.0,207.0,5,,,,,,,,1.0,,,,,,,0.1176
5910,Miller-Motte Technical College-Roanoke,Roanoke,VA,24018,3,,,10660.0,10660.0,74.0,5,,,,,,,,1.0,,,,,,,0.0167
5911,Whitworth University-Adult Degree Programs,Spokane,WA,99251,2,0.625,,,,314.0,8,,,,,,,,2.0,,,,,,,
5912,The Santa Barbara and Ventura Colleges of Law at Santa Barbara,Santa Barbara,CA,93101,2,,,,,,8,,,,,,,,,,,,,,,
5913,American Broadcasting School-Online Program,Oklahoma City,OK,73115,3,,,,,34.0,6,,,,,,,,1.0,,,,,,,0.6316
5914,Springfield College-School of Professional and Continuing Studies,Springfield,MA,1109,2,,,,,682.0,1,,,,,,,,,,,,,,,
5915,Marian Health Careers Center-Van Nuys Campus,Van Nuys,CA,91411,3,,,,,144.0,8,,,,,,,,1.0,,,,,,,0.0
5916,Milan Institute-Las Vegas,Las Vegas,NV,89106-4031,3,,,,,221.0,8,,,,,,,,1.0,,,,,,,0.3043
5917,Virginia College-Savannah,Savannah,GA,31419-2371,3,,,,,535.0,5,,,,,,,,1.0,,,,,,,0.1645
5918,Virginia College-Columbus,Columbus,GA,31904-9001,3,,,,,527.0,5,,,,,,,,1.0,,,,,,,0.1627
5919,Catholic Distance University,Charles Town,WV,25414,2,,,10175.0,10175.0,64.0,5,,,,,,,,1.0,,,,,,,
5920,New York School of Esthetics & Day Spa,white plains,NY,10606-1207,3,,,,,105.0,2,,,,,,,,1.0,,,,,,,0.64
5921,Panache Academy of Beauty,Baraboo,WI,53913-2596,3,,,,,49.0,3,,,,,,,,1.0,,,,,,,0.2813
5922,ASI Career Institute,Turnersville,NJ,08012-1043,3,,,,,57.0,2,,,,,,,,1.0,,,,,,,0.9908
5923,Midwest Technical Institute-Ridgeland,Ridgeland,MS,39157-6027,3,,,,,526.0,5,,,,,,,,1.0,,,,,,,0.7094
5924,Christine Valmy International School of Esthetics & Cosmetology,Pine Brook,NJ,07058-9589,3,,,,,116.0,2,,,,,,,,1.0,,,,,,,0.0
5925,City College-Hollywood,Hollywood,FL,33024-4045,2,,,13695.0,13695.0,255.0,5,,,,,,,,1.0,,,,,,,0.2
5926,Paul Mitchell the School-Arlington,Arlington,TX,76018-6032,3,,,,,300.0,6,,,,,,,,1.0,,,,,,,0.0833
5927,Rocky Mountain University of Health Professions,Provo,UT,84606,3,,,,,,7,,,,,,,,,,,,,,,
5928,Christie's Education,New York,NY,10020,3,,,,,,2,,,,,,,,,,,,,,,
5929,Palmetto Beauty School,Spartanburg,SC,29307-1424,3,,,,,19.0,5,,,,,,,,1.0,,,,,,,0.5577
5930,Paul Mitchell the School-Fort Myers,Fort Myers,FL,33913,3,,,,,121.0,5,,,,,,,,1.0,,,,,,,0.0385
5931,Paul Mitchell the School-Raleigh,Raleigh,NC,27612-7358,3,,,,,139.0,5,,,,,,,,1.0,,,,,,,0.0
5932,Stella and Charles Guttman Community College,New York,NY,10018-2602,1,,,5194.0,8074.0,1010.0,2,,,,,,,,1.0,,,,,,,0.2805
5933,Lil Lou's Beauty and Barber College LLC,Gary,IN,46409-2404,3,,,,,85.0,3,,,,,,,,1.0,,,,,,,0.0
5934,Bryan University,Columbia,MO,65201-8248,3,,,15447.0,15447.0,57.0,4,,,,,,,,2.0,,,,,,,0.4103
5935,Virginia College-Tulsa,Tulsa,OK,74105-5623,3,,,,,41.0,6,,,,,,,,1.0,,,,,,,0.2917
5936,Criswell College,Dallas,TX,75246-1537,2,0.9259,,9858.0,9858.0,196.0,6,,,,,,,,2.0,,,,,,,
5937,Virginia College-Knoxville,Knoxville,TN,37918-2472,3,,,,,453.0,5,,,,,,,,1.0,,,,,,,0.1242
5938,Columbia Academy of Cosmetology,West Columbia,SC,29169-5911,3,,,,,28.0,5,,,,,,,,1.0,,,,,,,0.2222
5939,Beverly Hills Design Institute,Beverly Hills,CA,90211,3,0.6,,23220.0,23220.0,18.0,8,,,,,,,,2.0,,,,,,,
5940,Global Institute,Caguas,PR,00725-6485,3,,,7550.0,7550.0,22.0,9,,,,,,,,1.0,,,,,,,0.9444
5941,Reflections Academy of Beauty,Decatur,IL,62523-1208,3,,,,,14.0,3,,,,,,,,1.0,,,,,,,0.1429
5942,UCAS Univeristy of Cosmetology Arts & Sciences-La Joya,La Joya,TX,78560-4018,3,,,,,60.0,6,,,,,,,,1.0,,,,,,,0.0833
5943,Bryant & Stratton College-Akron,Copley,OH,44321-2798,3,,,17935.0,17935.0,88.0,3,,,,,,,,1.0,,,,,,,
5944,Annenberg School of Nursing,Reseda,CA,91335-5426,2,,,,,7.0,8,,,,,,,,2.0,,,,,,,0.5
5945,American Medical Academy,Miami,FL,33186-4830,3,,,,,371.0,5,,,,,,,,1.0,,,,,,,0.293
5946,Tooele Technical College,Tooele,UT,84074-2093,1,,,,,271.0,7,,,,,,,,1.0,,,,,,,0.1972
5947,Chamberlain University-Georgia,Atlanta,GA,30342-1501,3,0.1429,,19375.0,19375.0,997.0,5,,,,,,,,2.0,,,,,,,
5948,Chamberlain University-Indiana,Indianapolis,IN,46240,3,0.375,,19375.0,19375.0,208.0,3,,,,,,,,2.0,,,,,,,
5949,Carrington College-Mesquite,Mesquite,TX,75150-6509,3,,,,,107.0,6,,,,,,,,2.0,,,,,,,0.066
5950,Sessions College for Professional Design,Tempe,AZ,85281,3,,,8700.0,8700.0,129.0,6,,,,,,,,1.0,,,,,,,0.6
5951,Virginia College-Shreveport,Bossier City,LA,71111,3,,,,,566.0,5,,,,,,,,1.0,,,,,,,0.1341
5952,Tulsa Welding School-Jacksonville,Jacksonville,FL,32216-3634,3,,,,,182.0,5,,,,,,,,1.0,,,,,,,0.4593
5953,Empire Beauty School-Virginia Beach,Virginia Beach,VA,23462-6779,3,,,,,146.0,5,,,,,,,,1.0,,,,,,,0.0
5954,Ross Medical Education Center-Morgantown,Morgantown,WV,26505-1875,3,,,,,51.0,5,,,,,,,,1.0,,,,,,,0.5205
5955,Paul Mitchell the School-Ogden,Ogden,UT,84401,3,,,,,148.0,7,,,,,,,,1.0,,,,,,,0.0377
5956,Golf Academy of America-Dallas,Farmers Branch,TX,75234-8906,3,,,,,109.0,6,,,,,,,,1.0,,,,,,,0.4651
5957,Cortiva Institute-Dallas,Richardson,TX,75801-4848,3,,,,,291.0,6,,,,,,,,1.0,,,,,,,0.7303
5958,Miami Ad School-New York,Astoria,NY,11106,3,,,19400.0,19400.0,110.0,2,,,,,,,,1.0,,,,,,,
5959,WestMed College,San Jose,CA,95128-0000,2,,,,,65.0,8,,,,,,,,1.0,,,,,,,0.6885
5960,Larry's Barber College,Chicago,IL,60628-2322,3,,,,,140.0,3,,,,,,,,1.0,,,,,,,0.2308
5961,Futura Career Institute,Hialeah,FL,33012-3325,3,,,,,191.0,5,,,,,,,,1.0,,,,,,,0.0976
5962,Flair Beauty College,Valencia,CA,91355-2106,3,,,,,40.0,8,,,,,,,,1.0,,,,,,,0.3704
5963,Eternity Cosmetology School Corp,West Palm Beach,FL,33415-5719,3,,,,,143.0,5,,,,,,,,1.0,,,,,,,0.8587
5964,Tri-State Institute of Hair Design,London,KY,40744,3,,,,,36.0,5,,,,,,,,1.0,,,,,,,0.0
